,Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
56,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,40,Single Adults,Guatemala,all
57,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,44,Single Adults,Guatemala,all
58,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,26,Single Adults,Guatemala,all
59,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,42,Single Adults,Guatemala,all
60,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,254813,%many-values%,Guatemala,all
61,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,36161,%many-values%,Guatemala,all
62,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,35667,%many-values%,Guatemala,all
63,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,29419,%many-values%,Guatemala,all
64,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,25845,%many-values%,Guatemala,all
65,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,29781,%many-values%,Guatemala,all
66,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,33921,%many-values%,Guatemala,all
67,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,19029,%many-values%,Guatemala,all
68,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,13083,%many-values%,Guatemala,all
69,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,12394,%many-values%,Guatemala,all
70,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,10279,%many-values%,Guatemala,all
71,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,9234,%many-values%,Guatemala,all
72,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,52639,Unaccompanied Children (UC) / Single Minors,Guatemala,all
73,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,8268,Unaccompanied Children (UC) / Single Minors,Guatemala,all
74,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,8002,Unaccompanied Children (UC) / Single Minors,Guatemala,all
75,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,6164,Unaccompanied Children (UC) / Single Minors,Guatemala,all
76,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,5233,Unaccompanied Children (UC) / Single Minors,Guatemala,all
77,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,6601,Unaccompanied Children (UC) / Single Minors,Guatemala,all
78,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,8344,Unaccompanied Children (UC) / Single Minors,Guatemala,all
79,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,3882,Unaccompanied Children (UC) / Single Minors,Guatemala,all
80,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,2066,Unaccompanied Children (UC) / Single Minors,Guatemala,all
81,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,1652,Unaccompanied Children (UC) / Single Minors,Guatemala,all
82,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,1351,Unaccompanied Children (UC) / Single Minors,Guatemala,all
83,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,1076,Unaccompanied Children (UC) / Single Minors,Guatemala,all
84,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,72941,Individuals in a Family Unit (FMUA),Guatemala,all
85,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,17310,Individuals in a Family Unit (FMUA),Guatemala,all
86,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,15480,Individuals in a Family Unit (FMUA),Guatemala,all
87,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,7862,Individuals in a Family Unit (FMUA),Guatemala,all
88,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,5034,Individuals in a Family Unit (FMUA),Guatemala,all
89,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,8360,Individuals in a Family Unit (FMUA),Guatemala,all
90,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,11680,Individuals in a Family Unit (FMUA),Guatemala,all
91,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,3793,Individuals in a Family Unit (FMUA),Guatemala,all
92,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,972,Individuals in a Family Unit (FMUA),Guatemala,all
93,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,754,Individuals in a Family Unit (FMUA),Guatemala,all
94,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,888,Individuals in a Family Unit (FMUA),Guatemala,all
95,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,808,Individuals in a Family Unit (FMUA),Guatemala,all
96,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,129233,Single Adults,Guatemala,all
97,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,10583,Single Adults,Guatemala,all
98,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,12185,Single Adults,Guatemala,all
99,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,15393,Single Adults,Guatemala,all
100,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,15578,Single Adults,Guatemala,all
101,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,14820,Single Adults,Guatemala,all
102,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,13897,Single Adults,Guatemala,all
103,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,11354,Single Adults,Guatemala,all
104,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,10045,Single Adults,Guatemala,all
105,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,9988,Single Adults,Guatemala,all
106,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,8040,Single Adults,Guatemala,all
107,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,7350,Single Adults,Guatemala,all
108,%all%,%all%,%all%,%all%,%all%,%all%,258689,%many-values%,Guatemala,all
109,%all%,%all%,%all%,%all%,AUG,AUG,37053,%many-values%,Guatemala,all
110,%all%,%all%,%all%,%all%,JUL,JUL,36461,%many-values%,Guatemala,all
111,%all%,%all%,%all%,%all%,JUN,JUN,30242,%many-values%,Guatemala,all
112,%all%,%all%,%all%,%all%,MAY,MAY,26451,%many-values%,Guatemala,all
113,%all%,%all%,%all%,%all%,APR,APR,30052,%many-values%,Guatemala,all
114,%all%,%all%,%all%,%all%,MAR,MAR,34060,%many-values%,Guatemala,all
115,%all%,%all%,%all%,%all%,FEB,FEB,19154,%many-values%,Guatemala,all
116,%all%,%all%,%all%,%all%,JAN,JAN,13138,%many-values%,Guatemala,all
117,%all%,%all%,%all%,%all%,DEC,DEC,12454,%many-values%,Guatemala,all
118,%all%,%all%,%all%,%all%,NOV,NOV,10323,%many-values%,Guatemala,all
119,%all%,%all%,%all%,%all%,OCT,OCT,9301,%many-values%,Guatemala,all
0,Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,3443,%many-values%,Guatemala,Title 8
1,Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,864,%many-values%,Guatemala,Title 8
2,Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,755,%many-values%,Guatemala,Title 8
3,Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,789,%many-values%,Guatemala,Title 8
4,Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,568,%many-values%,Guatemala,Title 8
5,Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,214,%many-values%,Guatemala,Title 8
6,Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,88,%many-values%,Guatemala,Title 8
7,Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,74,%many-values%,Guatemala,Title 8
8,Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,28,%many-values%,Guatemala,Title 8
9,Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,23,%many-values%,Guatemala,Title 8
10,Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,22,%many-values%,Guatemala,Title 8
11,Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,18,%many-values%,Guatemala,Title 8
12,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,7,Accompanied Minors (AM),Guatemala,Title 8
13,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,AUG,AUG,3,Accompanied Minors (AM),Guatemala,Title 8
14,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,JUN,JUN,1,Accompanied Minors (AM),Guatemala,Title 8
15,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,APR,APR,2,Accompanied Minors (AM),Guatemala,Title 8
16,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,FEB,FEB,1,Accompanied Minors (AM),Guatemala,Title 8
17,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,175,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
18,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,AUG,AUG,14,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
19,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,11,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
20,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,16,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
21,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,19,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
22,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,25,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
23,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,31,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
24,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,29,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
25,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,8,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
26,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,11,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
27,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,6,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
28,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,5,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
29,Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,2678,Individuals in a Family Unit (FMUA),Guatemala,Title 8
30,Office of Field Operations,Office of Field Operations,FMUA,FMUA,AUG,AUG,697,Individuals in a Family Unit (FMUA),Guatemala,Title 8
31,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,606,Individuals in a Family Unit (FMUA),Guatemala,Title 8
32,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,654,Individuals in a Family Unit (FMUA),Guatemala,Title 8
33,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,485,Individuals in a Family Unit (FMUA),Guatemala,Title 8
34,Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,159,Individuals in a Family Unit (FMUA),Guatemala,Title 8
35,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,38,Individuals in a Family Unit (FMUA),Guatemala,Title 8
36,Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,18,Individuals in a Family Unit (FMUA),Guatemala,Title 8
37,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,6,Individuals in a Family Unit (FMUA),Guatemala,Title 8
38,Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,2,Individuals in a Family Unit (FMUA),Guatemala,Title 8
39,Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,7,Individuals in a Family Unit (FMUA),Guatemala,Title 8
40,Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,6,Individuals in a Family Unit (FMUA),Guatemala,Title 8
41,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,583,Single Adults,Guatemala,Title 8
42,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,150,Single Adults,Guatemala,Title 8
43,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,138,Single Adults,Guatemala,Title 8
44,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,118,Single Adults,Guatemala,Title 8
45,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,64,Single Adults,Guatemala,Title 8
46,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,28,Single Adults,Guatemala,Title 8
47,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,19,Single Adults,Guatemala,Title 8
48,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,26,Single Adults,Guatemala,Title 8
49,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,14,Single Adults,Guatemala,Title 8
50,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,10,Single Adults,Guatemala,Title 8
51,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,9,Single Adults,Guatemala,Title 8
52,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,7,Single Adults,Guatemala,Title 8
53,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,97543,%many-values%,Guatemala,Title 8
54,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,18866,%many-values%,Guatemala,Title 8
55,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,20972,%many-values%,Guatemala,Title 8
56,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,12501,%many-values%,Guatemala,Title 8
57,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,8648,%many-values%,Guatemala,Title 8
58,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,10593,%many-values%,Guatemala,Title 8
59,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,13640,%many-values%,Guatemala,Title 8
60,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,5610,%many-values%,Guatemala,Title 8
61,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,2534,%many-values%,Guatemala,Title 8
62,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,1956,%many-values%,Guatemala,Title 8
63,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,1295,%many-values%,Guatemala,Title 8
64,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,928,%many-values%,Guatemala,Title 8
65,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,51870,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
66,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,8264,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
67,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,8002,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
68,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,6164,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
69,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,5233,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
70,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,6601,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
71,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,8344,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
72,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,3881,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
73,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,2066,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
74,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,1652,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
75,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,1042,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
76,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,621,Unaccompanied Children (UC) / Single Minors,Guatemala,Title 8
77,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,41722,Individuals in a Family Unit (FMUA),Guatemala,Title 8
78,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,10175,Individuals in a Family Unit (FMUA),Guatemala,Title 8
79,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,12552,Individuals in a Family Unit (FMUA),Guatemala,Title 8
80,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,5890,Individuals in a Family Unit (FMUA),Guatemala,Title 8
81,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,3023,Individuals in a Family Unit (FMUA),Guatemala,Title 8
82,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,3587,Individuals in a Family Unit (FMUA),Guatemala,Title 8
83,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,4890,Individuals in a Family Unit (FMUA),Guatemala,Title 8
84,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,1385,Individuals in a Family Unit (FMUA),Guatemala,Title 8
85,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,174,Individuals in a Family Unit (FMUA),Guatemala,Title 8
86,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,18,Individuals in a Family Unit (FMUA),Guatemala,Title 8
