Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2022 (FYTD),2022 (FYTD),NOV,NOV,"1,730",El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,OCT,OCT,636,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,OCT,OCT,346,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,OCT,OCT,217,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"1,664",El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,SEP,SEP,75.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,SEP,SEP,1.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,AUG,AUG,78.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUL,JUL,80.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUN,JUN,28.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAY,MAY,9.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,APR,APR,16.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,APR,APR,1.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAR,MAR,20.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,1.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,NOV,NOV,64.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,OCT,OCT,116.0,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2019,2019,SEP,SEP,"5,697",Guatemala,all,all,all
2020,2020,SEP,SEP,"5,912",Guatemala,all,all,all
2021,2021,SEP,SEP,"24,288",Guatemala,all,all,all
2019,2019,AUG,AUG,"8,750",Guatemala,all,all,all
2020,2020,AUG,AUG,"4,146",Guatemala,all,all,all
2021,2021,AUG,AUG,"37,108",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"15,650",Guatemala,all,all,all
2019,2019,JUL,JUL,"14,536",Guatemala,all,all,all
2020,2020,JUL,JUL,"2,418",Guatemala,all,all,all
2021,2021,JUL,JUL,"36,468",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"20,218",Guatemala,all,all,all
2019,2019,JUN,JUN,"24,868",Guatemala,all,all,all
2020,2020,JUN,JUN,"1,064",Guatemala,all,all,all
2021,2021,JUN,JUN,"30,246",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"24,649",Guatemala,all,all,all
2019,2019,MAY,MAY,"45,306",Guatemala,all,all,all
2020,2020,MAY,MAY,724,Guatemala,all,all,all
2021,2021,MAY,MAY,"26,452",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"21,467",Guatemala,all,all,all
2019,2019,APR,APR,"33,521",Guatemala,all,all,all
2020,2020,APR,APR,"1,357",Guatemala,all,all,all
2021,2021,APR,APR,"30,053",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),APR,APR,"19,905",Guatemala,all,all,all
2019,2019,MAR,MAR,"34,030",Guatemala,all,all,all
2020,2020,MAR,MAR,"4,329",Guatemala,all,all,all
2021,2021,MAR,MAR,"34,060",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"21,388",Guatemala,all,all,all
2019,2019,FEB,FEB,"24,250",Guatemala,all,all,all
2020,2020,FEB,FEB,"4,885",Guatemala,all,all,all
2021,2021,FEB,FEB,"19,154",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"18,212",Guatemala,all,all,all
2019,2019,JAN,JAN,"18,978",Guatemala,all,all,all
2020,2020,JAN,JAN,"4,580",Guatemala,all,all,all
2021,2021,JAN,JAN,"13,137",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"13,856",Guatemala,all,all,all
2019,2019,DEC,DEC,"22,152",Guatemala,all,all,all
2020,2020,DEC,DEC,"6,490",Guatemala,all,all,all
2021,2021,DEC,DEC,"12,454",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"21,009",Guatemala,all,all,all
2019,2019,NOV,NOV,"19,958",Guatemala,all,all,all
2020,2020,NOV,NOV,"6,240",Guatemala,all,all,all
2021,2021,NOV,NOV,"10,323",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"20,469",Guatemala,all,all,all
2019,2019,OCT,OCT,"18,152",Guatemala,all,all,all
2020,2020,OCT,OCT,"5,909",Guatemala,all,all,all
2021,2021,OCT,OCT,"9,292",Guatemala,all,all,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"19,369",Guatemala,all,all,all
2019,2019,SEP,SEP,"5,697",Guatemala,all,all,Title 8
2020,2020,SEP,SEP,816,Guatemala,all,all,Title 8
2021,2021,SEP,SEP,"8,595",Guatemala,all,all,Title 8
2019,2019,AUG,AUG,"8,750",Guatemala,all,all,Title 8
2020,2020,AUG,AUG,376,Guatemala,all,all,Title 8
2021,2021,AUG,AUG,"19,570",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"5,788",Guatemala,all,all,Title 8
2019,2019,JUL,JUL,"14,536",Guatemala,all,all,Title 8
2020,2020,JUL,JUL,177,Guatemala,all,all,Title 8
2021,2021,JUL,JUL,"21,725",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"6,768",Guatemala,all,all,Title 8
2019,2019,JUN,JUN,"24,868",Guatemala,all,all,Title 8
2020,2020,JUN,JUN,68,Guatemala,all,all,Title 8
2021,2021,JUN,JUN,"13,291",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"8,184",Guatemala,all,all,Title 8
2019,2019,MAY,MAY,"45,306",Guatemala,all,all,Title 8
2020,2020,MAY,MAY,62,Guatemala,all,all,Title 8
2021,2021,MAY,MAY,"9,217",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"7,789",Guatemala,all,all,Title 8
2019,2019,APR,APR,"33,521",Guatemala,all,all,Title 8
2020,2020,APR,APR,58,Guatemala,all,all,Title 8
2021,2021,APR,APR,"10,808",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"7,620",Guatemala,all,all,Title 8
2019,2019,MAR,MAR,"34,030",Guatemala,all,all,Title 8
2020,2020,MAR,MAR,"3,249",Guatemala,all,all,Title 8
2021,2021,MAR,MAR,"13,727",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"6,358",Guatemala,all,all,Title 8
2019,2019,FEB,FEB,"24,250",Guatemala,all,all,Title 8
2020,2020,FEB,FEB,"4,885",Guatemala,all,all,Title 8
2021,2021,FEB,FEB,"5,684",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,"5,626",Guatemala,all,all,Title 8
2019,2019,JAN,JAN,"18,978",Guatemala,all,all,Title 8
2020,2020,JAN,JAN,"4,580",Guatemala,all,all,Title 8
2021,2021,JAN,JAN,"2,562",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,"3,712",Guatemala,all,all,Title 8
2019,2019,DEC,DEC,"22,152",Guatemala,all,all,Title 8
2020,2020,DEC,DEC,"6,490",Guatemala,all,all,Title 8
2021,2021,DEC,DEC,"1,979",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"6,847",Guatemala,all,all,Title 8
2019,2019,NOV,NOV,"19,958",Guatemala,all,all,Title 8
2020,2020,NOV,NOV,"6,240",Guatemala,all,all,Title 8
2021,2021,NOV,NOV,"1,317",Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"7,150",Guatemala,all,all,Title 8
2019,2019,OCT,OCT,"18,152",Guatemala,all,all,Title 8
2020,2020,OCT,OCT,"5,909",Guatemala,all,all,Title 8
2021,2021,OCT,OCT,944,Guatemala,all,all,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"6,066",Guatemala,all,all,Title 8
2020,2020,SEP,SEP,"5,096",Guatemala,all,all,Title 42
2021,2021,SEP,SEP,"15,693",Guatemala,all,all,Title 42
2020,2020,AUG,AUG,"3,770",Guatemala,all,all,Title 42
2021,2021,AUG,AUG,"17,538",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,"9,862",Guatemala,all,all,Title 42
2020,2020,JUL,JUL,"2,241",Guatemala,all,all,Title 42
2021,2021,JUL,JUL,"14,743",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,"13,450",Guatemala,all,all,Title 42
2020,2020,JUN,JUN,996,Guatemala,all,all,Title 42
2021,2021,JUN,JUN,"16,955",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,"16,465",Guatemala,all,all,Title 42
2020,2020,MAY,MAY,662,Guatemala,all,all,Title 42
2021,2021,MAY,MAY,"17,235",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,"13,678",Guatemala,all,all,Title 42
2020,2020,APR,APR,"1,299",Guatemala,all,all,Title 42
2021,2021,APR,APR,"19,245",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,"12,285",Guatemala,all,all,Title 42
2020,2020,MAR,MAR,"1,080",Guatemala,all,all,Title 42
2021,2021,MAR,MAR,"20,333",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,"15,030",Guatemala,all,all,Title 42
2021,2021,FEB,FEB,"13,470",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,"12,586",Guatemala,all,all,Title 42
2021,2021,JAN,JAN,"10,575",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,"10,144",Guatemala,all,all,Title 42
2021,2021,DEC,DEC,"10,475",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,"14,162",Guatemala,all,all,Title 42
2021,2021,NOV,NOV,"9,006",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,"13,319",Guatemala,all,all,Title 42
2021,2021,OCT,OCT,"8,348",Guatemala,all,all,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,"13,303",Guatemala,all,all,Title 42
2019,2019,SEP,SEP,3.00,Guatemala,all,Accompanied Minors,all
2021,2021,SEP,SEP,6.00,Guatemala,all,Accompanied Minors,all
2019,2019,AUG,AUG,0.00,Guatemala,all,Accompanied Minors,all
2020,2020,AUG,AUG,1.00,Guatemala,all,Accompanied Minors,all
2021,2021,AUG,AUG,7.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),AUG,AUG,3.00,Guatemala,all,Accompanied Minors,all
2019,2019,JUL,JUL,0.00,Guatemala,all,Accompanied Minors,all
2020,2020,JUL,JUL,2.00,Guatemala,all,Accompanied Minors,all
2021,2021,JUL,JUL,3.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JUL,JUL,3.00,Guatemala,all,Accompanied Minors,all
2019,2019,JUN,JUN,0.00,Guatemala,all,Accompanied Minors,all
2020,2020,JUN,JUN,4.00,Guatemala,all,Accompanied Minors,all
2021,2021,JUN,JUN,3.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JUN,JUN,1.00,Guatemala,all,Accompanied Minors,all
2019,2019,MAY,MAY,0.00,Guatemala,all,Accompanied Minors,all
2021,2021,MAY,MAY,2.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),MAY,MAY,3.00,Guatemala,all,Accompanied Minors,all
2019,2019,APR,APR,1.00,Guatemala,all,Accompanied Minors,all
2021,2021,APR,APR,7.00,Guatemala,all,Accompanied Minors,all
2019,2019,MAR,MAR,3.00,Guatemala,all,Accompanied Minors,all
2021,2021,MAR,MAR,7.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,1.00,Guatemala,all,Accompanied Minors,all
2019,2019,FEB,FEB,1.00,Guatemala,all,Accompanied Minors,all
2021,2021,FEB,FEB,11.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,3.00,Guatemala,all,Accompanied Minors,all
2019,2019,JAN,JAN,2.00,Guatemala,all,Accompanied Minors,all
2021,2021,JAN,JAN,1.00,Guatemala,all,Accompanied Minors,all
2019,2019,DEC,DEC,0.00,Guatemala,all,Accompanied Minors,all
2020,2020,DEC,DEC,1.00,Guatemala,all,Accompanied Minors,all
2021,2021,DEC,DEC,3.00,Guatemala,all,Accompanied Minors,all
2019,2019,NOV,NOV,3.00,Guatemala,all,Accompanied Minors,all
2021,2021,NOV,NOV,3.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,3.00,Guatemala,all,Accompanied Minors,all
2019,2019,OCT,OCT,0.00,Guatemala,all,Accompanied Minors,all
2020,2020,OCT,OCT,1.00,Guatemala,all,Accompanied Minors,all
2021,2021,OCT,OCT,12.00,Guatemala,all,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,3.00,Guatemala,all,Accompanied Minors,all
2019,2019,SEP,SEP,3.000,Guatemala,all,Accompanied Minors,Title 8
2021,2021,SEP,SEP,1.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,AUG,AUG,0.000,Guatemala,all,Accompanied Minors,Title 8
2020,2020,AUG,AUG,,Guatemala,all,Accompanied Minors,Title 8
2021,2021,AUG,AUG,3.000,Guatemala,all,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,1.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,JUL,JUL,0.000,Guatemala,all,Accompanied Minors,Title 8
2020,2020,JUL,JUL,,Guatemala,all,Accompanied Minors,Title 8
2019,2019,JUN,JUN,0.000,Guatemala,all,Accompanied Minors,Title 8
2020,2020,JUN,JUN,,Guatemala,all,Accompanied Minors,Title 8
2021,2021,JUN,JUN,1.000,Guatemala,all,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,1.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,MAY,MAY,0.000,Guatemala,all,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,1.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,APR,APR,1.000,Guatemala,all,Accompanied Minors,Title 8
2021,2021,APR,APR,2.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,MAR,MAR,3.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,FEB,FEB,1.000,Guatemala,all,Accompanied Minors,Title 8
2021,2021,FEB,FEB,1.000,Guatemala,all,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,1.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,JAN,JAN,2.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,DEC,DEC,0.000,Guatemala,all,Accompanied Minors,Title 8
2020,2020,DEC,DEC,1.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,NOV,NOV,3.000,Guatemala,all,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,1.000,Guatemala,all,Accompanied Minors,Title 8
2019,2019,OCT,OCT,0.000,Guatemala,all,Accompanied Minors,Title 8
2020,2020,OCT,OCT,1.000,Guatemala,all,Accompanied Minors,Title 8
2021,2021,SEP,SEP,5.00,Guatemala,all,Accompanied Minors,Title 42
2020,2020,AUG,AUG,1.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,AUG,AUG,4.00,Guatemala,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,2.00,Guatemala,all,Accompanied Minors,Title 42
2020,2020,JUL,JUL,2.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,JUL,JUL,3.00,Guatemala,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,3.00,Guatemala,all,Accompanied Minors,Title 42
2020,2020,JUN,JUN,4.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,JUN,JUN,2.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,MAY,MAY,2.00,Guatemala,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,2.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,APR,APR,5.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,MAR,MAR,7.00,Guatemala,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,1.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,FEB,FEB,10.00,Guatemala,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,2.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,JAN,JAN,1.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,DEC,DEC,3.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,NOV,NOV,3.00,Guatemala,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,2.00,Guatemala,all,Accompanied Minors,Title 42
2021,2021,OCT,OCT,12.00,Guatemala,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,3.00,Guatemala,all,Accompanied Minors,Title 42
2019,2019,SEP,SEP,"2,869",Guatemala,all,FMUA,all
2020,2020,SEP,SEP,507,Guatemala,all,FMUA,all
2021,2021,SEP,SEP,"7,256",Guatemala,all,FMUA,all
2019,2019,AUG,AUG,"5,380",Guatemala,all,FMUA,all
2020,2020,AUG,AUG,471,Guatemala,all,FMUA,all
2021,2021,AUG,AUG,"18,011",Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"1,932",Guatemala,all,FMUA,all
2019,2019,JUL,JUL,"10,139",Guatemala,all,FMUA,all
2020,2020,JUL,JUL,224,Guatemala,all,FMUA,all
2021,2021,JUL,JUL,"16,089",Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"3,940",Guatemala,all,FMUA,all
2019,2019,JUN,JUN,"18,201",Guatemala,all,FMUA,all
2020,2020,JUN,JUN,121,Guatemala,all,FMUA,all
2021,2021,JUN,JUN,"8,516",Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"5,978",Guatemala,all,FMUA,all
2019,2019,MAY,MAY,"34,352",Guatemala,all,FMUA,all
2020,2020,MAY,MAY,94,Guatemala,all,FMUA,all
2021,2021,MAY,MAY,"5,519",Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"3,116",Guatemala,all,FMUA,all
2019,2019,APR,APR,"24,558",Guatemala,all,FMUA,all
2020,2020,APR,APR,79,Guatemala,all,FMUA,all
2021,2021,APR,APR,"8,520",Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),APR,APR,"2,172",Guatemala,all,FMUA,all
2019,2019,MAR,MAR,"24,252",Guatemala,all,FMUA,all
2020,2020,MAR,MAR,554,Guatemala,all,FMUA,all
2021,2021,MAR,MAR,"11,718",Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"2,366",Guatemala,all,FMUA,all
2019,2019,FEB,FEB,"16,451",Guatemala,all,FMUA,all
2020,2020,FEB,FEB,917,Guatemala,all,FMUA,all
2021,2021,FEB,FEB,"3,811",Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"2,223",Guatemala,all,FMUA,all
2019,2019,JAN,JAN,"12,902",Guatemala,all,FMUA,all
2020,2020,JAN,JAN,"1,085",Guatemala,all,FMUA,all
2021,2021,JAN,JAN,978,Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"1,687",Guatemala,all,FMUA,all
2019,2019,DEC,DEC,"15,444",Guatemala,all,FMUA,all
2020,2020,DEC,DEC,"2,066",Guatemala,all,FMUA,all
2021,2021,DEC,DEC,756,Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"3,146",Guatemala,all,FMUA,all
2019,2019,NOV,NOV,"13,151",Guatemala,all,FMUA,all
2020,2020,NOV,NOV,"2,425",Guatemala,all,FMUA,all
2021,2021,NOV,NOV,895,Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"3,612",Guatemala,all,FMUA,all
2019,2019,OCT,OCT,"11,986",Guatemala,all,FMUA,all
2020,2020,OCT,OCT,"2,606",Guatemala,all,FMUA,all
2021,2021,OCT,OCT,814,Guatemala,all,FMUA,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"4,147",Guatemala,all,FMUA,all
2019,2019,SEP,SEP,"2,869",Guatemala,all,FMUA,Title 8
2020,2020,SEP,SEP,26,Guatemala,all,FMUA,Title 8
2021,2021,SEP,SEP,"2,194",Guatemala,all,FMUA,Title 8
2019,2019,AUG,AUG,"5,380",Guatemala,all,FMUA,Title 8
2020,2020,AUG,AUG,28,Guatemala,all,FMUA,Title 8
2021,2021,AUG,AUG,"10,754",Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,766,Guatemala,all,FMUA,Title 8
2019,2019,JUL,JUL,"10,139",Guatemala,all,FMUA,Title 8
2020,2020,JUL,JUL,13,Guatemala,all,FMUA,Title 8
2021,2021,JUL,JUL,"13,156",Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,858,Guatemala,all,FMUA,Title 8
2019,2019,JUN,JUN,"18,201",Guatemala,all,FMUA,Title 8
2020,2020,JUN,JUN,17,Guatemala,all,FMUA,Title 8
2021,2021,JUN,JUN,"6,544",Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"1,245",Guatemala,all,FMUA,Title 8
2019,2019,MAY,MAY,"34,352",Guatemala,all,FMUA,Title 8
2020,2020,MAY,MAY,2,Guatemala,all,FMUA,Title 8
2021,2021,MAY,MAY,"3,508",Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"1,371",Guatemala,all,FMUA,Title 8
2019,2019,APR,APR,"24,558",Guatemala,all,FMUA,Title 8
2021,2021,APR,APR,"3,747",Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,603,Guatemala,all,FMUA,Title 8
2019,2019,MAR,MAR,"24,252",Guatemala,all,FMUA,Title 8
2020,2020,MAR,MAR,426,Guatemala,all,FMUA,Title 8
2021,2021,MAR,MAR,"4,928",Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,390,Guatemala,all,FMUA,Title 8
2019,2019,FEB,FEB,"16,451",Guatemala,all,FMUA,Title 8
2020,2020,FEB,FEB,917,Guatemala,all,FMUA,Title 8
2021,2021,FEB,FEB,"1,403",Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,379,Guatemala,all,FMUA,Title 8
2019,2019,JAN,JAN,"12,902",Guatemala,all,FMUA,Title 8
2020,2020,JAN,JAN,"1,085",Guatemala,all,FMUA,Title 8
2021,2021,JAN,JAN,180,Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,368,Guatemala,all,FMUA,Title 8
2019,2019,DEC,DEC,"15,444",Guatemala,all,FMUA,Title 8
2020,2020,DEC,DEC,"2,066",Guatemala,all,FMUA,Title 8
2021,2021,DEC,DEC,20,Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"1,168",Guatemala,all,FMUA,Title 8
2019,2019,NOV,NOV,"13,151",Guatemala,all,FMUA,Title 8
2020,2020,NOV,NOV,"2,425",Guatemala,all,FMUA,Title 8
2021,2021,NOV,NOV,17,Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,761,Guatemala,all,FMUA,Title 8
2019,2019,OCT,OCT,"11,986",Guatemala,all,FMUA,Title 8
2020,2020,OCT,OCT,"2,606",Guatemala,all,FMUA,Title 8
2021,2021,OCT,OCT,24,Guatemala,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,651,Guatemala,all,FMUA,Title 8
2020,2020,SEP,SEP,481,Guatemala,all,FMUA,Title 42
2021,2021,SEP,SEP,"5,062",Guatemala,all,FMUA,Title 42
2020,2020,AUG,AUG,443,Guatemala,all,FMUA,Title 42
2021,2021,AUG,AUG,"7,257",Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,"1,166",Guatemala,all,FMUA,Title 42
2020,2020,JUL,JUL,211,Guatemala,all,FMUA,Title 42
2021,2021,JUL,JUL,"2,933",Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,"3,082",Guatemala,all,FMUA,Title 42
2020,2020,JUN,JUN,104,Guatemala,all,FMUA,Title 42
2021,2021,JUN,JUN,"1,972",Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,"4,733",Guatemala,all,FMUA,Title 42
2020,2020,MAY,MAY,92,Guatemala,all,FMUA,Title 42
2021,2021,MAY,MAY,"2,011",Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,"1,745",Guatemala,all,FMUA,Title 42
2020,2020,APR,APR,79,Guatemala,all,FMUA,Title 42
2021,2021,APR,APR,"4,773",Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,"1,569",Guatemala,all,FMUA,Title 42
2020,2020,MAR,MAR,128,Guatemala,all,FMUA,Title 42
2021,2021,MAR,MAR,"6,790",Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,"1,976",Guatemala,all,FMUA,Title 42
2021,2021,FEB,FEB,"2,408",Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,"1,844",Guatemala,all,FMUA,Title 42
2021,2021,JAN,JAN,798,Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,"1,319",Guatemala,all,FMUA,Title 42
2021,2021,DEC,DEC,736,Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,"1,978",Guatemala,all,FMUA,Title 42
2021,2021,NOV,NOV,878,Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,"2,851",Guatemala,all,FMUA,Title 42
2021,2021,OCT,OCT,790,Guatemala,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,"3,496",Guatemala,all,FMUA,Title 42
2019,2019,SEP,SEP,"2,080",Guatemala,all,Single Adults,all
2020,2020,SEP,SEP,"4,535",Guatemala,all,Single Adults,all
2021,2021,SEP,SEP,"11,043",Guatemala,all,Single Adults,all
2019,2019,AUG,AUG,"2,442",Guatemala,all,Single Adults,all
2020,2020,AUG,AUG,"3,097",Guatemala,all,Single Adults,all
2021,2021,AUG,AUG,"10,822",Guatemala,all,Single Adults,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"9,355",Guatemala,all,Single Adults,all
2019,2019,JUL,JUL,"2,846",Guatemala,all,Single Adults,all
2020,2020,JUL,JUL,"1,865",Guatemala,all,Single Adults,all
2021,2021,JUL,JUL,"12,365",Guatemala,all,Single Adults,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"10,978",Guatemala,all,Single Adults,all
